epoch,accuracy,loss,val_accuracy,val_loss
0,0.8374121785163879,0.08501405268907547,0.9012787342071533,0.08257535099983215
1,0.8783342242240906,0.05802444741129875,0.9258301258087158,0.06598883867263794
2,0.8789675235748291,0.04763317108154297,0.8683698773384094,0.052547864615917206
3,0.875914990901947,0.03718821331858635,0.8610734939575195,0.05168461427092552
4,0.8836255073547363,0.029279261827468872,0.8568155169487,0.043848916888237
5,0.8923068046569824,0.02408125251531601,0.8515769243240356,0.03152146562933922
6,0.9029293656349182,0.020298367366194725,0.880029022693634,0.026007167994976044
7,0.9106528759002686,0.017342951148748398,0.908274233341217,0.02211766690015793
8,0.920931339263916,0.015050618909299374,0.9325032234191895,0.02371506579220295
9,0.9270035028457642,0.013518884778022766,0.9265124797821045,0.013866252265870571
10,0.9341014623641968,0.012231316417455673,0.9071351885795593,0.01684030145406723
11,0.9366234540939331,0.011204722337424755,0.9190414547920227,0.013727792538702488
12,0.9434564709663391,0.01029246672987938,0.9168601036071777,0.011866708286106586
13,0.9472587704658508,0.009565865620970726,0.9305233359336853,0.02140681818127632
14,0.9506913423538208,0.009082711301743984,0.9558860063552856,0.012642632238566875
15,0.9541836977005005,0.008487096056342125,0.8705028891563416,0.010440889745950699
16,0.9571831822395325,0.008028950542211533,0.9591607451438904,0.011103859171271324
17,0.959995448589325,0.00763656385242939,0.9271625876426697,0.008692813105881214
18,0.9619147181510925,0.007320683915168047,0.9375241994857788,0.009113562293350697
19,0.9642174243927002,0.007062412332743406,0.9151139259338379,0.008507933467626572
20,0.9656931161880493,0.006827434059232473,0.9336100220680237,0.007689662277698517
21,0.9670975208282471,0.0066322870552539825,0.9504056572914124,0.007817176170647144
22,0.9681691527366638,0.00647014332935214,0.9416854977607727,0.007105717901140451
23,0.9702391028404236,0.006281467620283365,0.9673275351524353,0.0071833375841379166
24,0.9707892537117004,0.006140792276710272,0.9578739404678345,0.007228374946862459
25,0.9710854887962341,0.006001243367791176,0.9532828330993652,0.006466668099164963
26,0.9732918739318848,0.005844220519065857,0.953809380531311,0.006443609483540058
27,0.9744179248809814,0.005750508047640324,0.9446083307266235,0.0067250546999275684
28,0.97491055727005,0.005617108196020126,0.9379298090934753,0.0060367523692548275
29,0.9759454131126404,0.005511538591235876,0.9470126628875732,0.006659318692982197
30,0.9771708250045776,0.005392968654632568,0.933494508266449,0.006188558414578438
31,0.9770215153694153,0.005318043753504753,0.9656673073768616,0.006016873754560947
32,0.9777117967605591,0.005218283273279667,0.9706909656524658,0.006139902863651514
33,0.978518545627594,0.005134377628564835,0.9693530797958374,0.005619449075311422
34,0.9794292449951172,0.005051224026829004,0.9731839895248413,0.005873821210116148
35,0.9791741967201233,0.004991880152374506,0.9753519296646118,0.005478753708302975
0,0.9796484112739563,0.004902340937405825,0.9538792371749878,0.005219488870352507
1,0.9799361824989319,0.004864225629717112,0.9583736062049866,0.006257610395550728
2,0.9808072447776794,0.004770741797983646,0.9736863374710083,0.0049544996581971645
3,0.9811569452285767,0.004705184139311314,0.9777697324752808,0.005179753061383963
4,0.9816563129425049,0.004657519515603781,0.9465559720993042,0.0057718874886631966
5,0.9819207191467285,0.004596388898789883,0.9612131714820862,0.0048624444752931595
6,0.9820031523704529,0.004540536552667618,0.9428701996803284,0.005540105514228344
7,0.9827114939689636,0.004489699378609657,0.9289624691009521,0.005828733090311289
8,0.989878237247467,0.0032534608617424965,0.9918708205223083,0.0034529364202171564
9,0.9898992776870728,0.003285349579527974,0.9894019961357117,0.0031818775460124016
10,0.9899609088897705,0.0032722216565161943,0.9929910898208618,0.0033238304313272238
11,0.9900758862495422,0.003244805848225951,0.9896921515464783,0.003289251821115613
12,0.9902148842811584,0.0032166242599487305,0.9904765486717224,0.0035008988343179226
13,0.9905597567558289,0.0031859958544373512,0.991180419921875,0.00322703062556684
14,0.9905010461807251,0.0031640417873859406,0.992069661617279,0.0029976379591971636
15,0.9907538294792175,0.003143496345728636,0.9894261956214905,0.003263559890910983
16,0.990858793258667,0.003132750280201435,0.9911212921142578,0.0030153351835906506
17,0.9908990859985352,0.0031010527163743973,0.9897592663764954,0.003227798268198967
18,0.9909464120864868,0.003084660740569234,0.9930045008659363,0.0030239978805184364
