epoch,accuracy,loss,val_accuracy,val_loss
0,0.837386429309845,0.08591808378696442,0.8820277452468872,0.07650769501924515
1,0.8755521774291992,0.058793164789676666,0.8926928639411926,0.058141618967056274
2,0.8808619976043701,0.047948602586984634,0.88730388879776,0.05144838988780975
3,0.8799569606781006,0.038397204130887985,0.8848780393600464,0.04084988683462143
4,0.8869745135307312,0.03138905391097069,0.9275279641151428,0.031998928636312485
5,0.8937758207321167,0.025242462754249573,0.8511148691177368,0.028113482519984245
6,0.9019209742546082,0.021310225129127502,0.8472920656204224,0.02298601344227791
7,0.9079049229621887,0.018455369397997856,0.9049350023269653,0.021430909633636475
8,0.9132506251335144,0.016127821058034897,0.8456587195396423,0.030233202502131462
9,0.9198444485664368,0.014088311232626438,0.9018160104751587,0.016631124541163445
10,0.9266448020935059,0.012419688515365124,0.8429077863693237,0.015018858015537262
11,0.9336360096931458,0.011321069672703743,0.9185095429420471,0.021451463922858238
12,0.9357796311378479,0.01045120321214199,0.9039571285247803,0.011981479823589325
13,0.9413749575614929,0.009710876271128654,0.9572668075561523,0.011481696739792824
14,0.945335865020752,0.009163214825093746,0.8782129883766174,0.011233118362724781
15,0.9483277201652527,0.008648775517940521,0.9127901196479797,0.011488447897136211
16,0.9532670974731445,0.008190945722162724,0.8802143931388855,0.011533783748745918
17,0.9548116326332092,0.007823130115866661,0.962260901927948,0.00886753760278225
18,0.9576193690299988,0.007522457744926214,0.8872662782669067,0.009205080568790436
19,0.9590051770210266,0.007249480579048395,0.8367881178855896,0.011639599688351154
20,0.9606155753135681,0.007185826078057289,0.8840532898902893,0.008405884727835655
21,0.9638305306434631,0.006834189407527447,0.8688964247703552,0.008047817274928093
22,0.965063750743866,0.006599821150302887,0.9659386277198792,0.008537393994629383
23,0.9674230217933655,0.006449475884437561,0.9569229483604431,0.007298409007489681
24,0.9682754874229431,0.006267113145440817,0.9260315895080566,0.007527788169682026
25,0.968982458114624,0.006179559975862503,0.9451509714126587,0.008309910073876381
26,0.9696206450462341,0.006009617820382118,0.9317483305931091,0.007975631393492222
27,0.9709590673446655,0.005884877871721983,0.9409816265106201,0.0076362574473023415
28,0.9718126654624939,0.005775228142738342,0.8541021943092346,0.008607382886111736
29,0.9852352142333984,0.004118150100111961,0.9871561527252197,0.004336854908615351
30,0.9853327870368958,0.004157118499279022,0.9608290195465088,0.0041322605684399605
31,0.9857364296913147,0.00411134772002697,0.9775547981262207,0.004143950995057821
32,0.9859370589256287,0.004069420974701643,0.979486346244812,0.004749814979732037
33,0.9862743020057678,0.0040265293791890144,0.9098081588745117,0.0049371677450835705
34,0.986157238483429,0.004000008571892977,0.9719105958938599,0.004482547286897898
35,0.9865973591804504,0.003960887435823679,0.9835751056671143,0.004053211305290461
36,0.9896897673606873,0.003272238653153181,0.988002359867096,0.0028426125645637512
37,0.989684522151947,0.0032832184806466103,0.9895658493041992,0.0028761711437255144
38,0.9898058176040649,0.003263849299401045,0.9876396656036377,0.0027848000172525644
39,0.9899005889892578,0.0032396011520177126,0.9884617328643799,0.0029969983734190464
40,0.9900436401367188,0.003218970028683543,0.9845744967460632,0.0028619063086807728
41,0.9901248216629028,0.0031972425058484077,0.9883301258087158,0.003369357204064727
42,0.9908470511436462,0.002937487792223692,0.9926042556762695,0.002239466179162264
43,0.9909553527832031,0.00292956898920238,0.9928057193756104,0.0023041358217597008
44,0.9910045266151428,0.0029173956718295813,0.9930582642555237,0.002230255398899317
45,0.991085410118103,0.0029058661311864853,0.9923920035362244,0.0022378237918019295
46,0.9911081790924072,0.0028919242322444916,0.9930904507637024,0.002231104765087366
