epoch,accuracy,loss,val_accuracy,val_loss
0,0.9492294788360596,0.062230151146650314,0.9879573583602905,0.054377950727939606
1,0.9894359111785889,0.02453727461397648,0.9905213713645935,0.026891598477959633
2,0.9899365901947021,0.018829770386219025,0.9924151301383972,0.01719738356769085
3,0.9926935434341431,0.014611340127885342,0.9932809472084045,0.016455739736557007
4,0.9930241107940674,0.012541251257061958,0.9934384822845459,0.013611331582069397
5,0.9929380416870117,0.011511287651956081,0.9822147488594055,0.02278863824903965
6,0.9930210709571838,0.010706568136811256,0.9932429790496826,0.013828692957758904
7,0.9932028651237488,0.010032840073108673,0.9941647052764893,0.014658299274742603
8,0.9940122365951538,0.009533279575407505,0.9944741725921631,0.01219523698091507
9,0.9943187236785889,0.009025913663208485,0.9926798939704895,0.012461806647479534
10,0.9943097829818726,0.008752832189202309,0.9934764504432678,0.016994748264551163
11,0.9943484663963318,0.008466923609375954,0.994629442691803,0.012501517310738564
12,0.9943733811378479,0.008248061873018742,0.994512140750885,0.009204796515405178
13,0.9944602847099304,0.008061627857387066,0.9946864247322083,0.008866855874657631
14,0.9945490956306458,0.007798464968800545,0.9947981834411621,0.009510424919426441
15,0.9947661757469177,0.007514763157814741,0.9952864050865173,0.008359857834875584
16,0.9950593709945679,0.007219586055725813,0.9952953457832336,0.009058562107384205
17,0.9950499534606934,0.007074895314872265,0.9953444600105286,0.007550714071840048
18,0.9951369762420654,0.006858627311885357,0.9953925013542175,0.00715154642239213
19,0.9951775670051575,0.0066735269501805305,0.9953902959823608,0.008157499134540558
20,0.9952735304832458,0.006404493004083633,0.995718777179718,0.007441588211804628
21,0.9974780082702637,0.005439938046038151,0.9986269474029541,0.007940368726849556
22,0.9985454678535461,0.004754634574055672,0.9986626505851746,0.006245828699320555
23,0.9985592365264893,0.004579602275043726,0.9986615777015686,0.006251524202525616
24,0.9986184239387512,0.00444426666945219,0.998734176158905,0.006759372074157
25,0.9991528987884521,0.0041634701192379,0.9995787739753723,0.005054897163063288
26,0.9995172619819641,0.003905855817720294,0.9995821714401245,0.004789998289197683
27,0.9995246529579163,0.003808992449194193,0.9995832443237305,0.005421806126832962
28,0.9995182752609253,0.0037055457942187786,0.9995654225349426,0.004724451806396246
29,0.9995227456092834,0.003614617045968771,0.9995810389518738,0.0052064997144043446
30,0.9996328353881836,0.003469160757958889,0.9997609257698059,0.0047334642149508
31,0.9997124671936035,0.0033392244949936867,0.9997564554214478,0.005556197836995125
32,0.9997134208679199,0.0020332064013928175,0.9997586607933044,0.004194079898297787
33,0.9997138977050781,0.002009551739320159,0.9997609257698059,0.0043181455694139
34,0.9997144341468811,0.001978836953639984,0.9997575879096985,0.0022912712302058935
35,0.9997137784957886,0.0019586673006415367,0.9997609257698059,0.0028882797341793776
36,0.9997129440307617,0.0019430023385211825,0.9997609257698059,0.002556570339947939
37,0.9997145533561707,0.0019195384811609983,0.9997575879096985,0.003036340931430459
38,0.9997144341468811,0.0018924775067716837,0.9997609257698059,0.003104207804426551
39,0.9997150301933289,0.0018815468065440655,0.9997597932815552,0.0028678802773356438
40,0.9997147917747498,0.0012822351418435574,0.9997609257698059,0.002150412881746888
41,0.9997162222862244,0.001277911476790905,0.9997597932815552,0.00220120488665998
42,0.9997162222862244,0.0012740966631099582,0.9997597932815552,0.0023777619935572147
43,0.999716579914093,0.0012597220484167337,0.9997620582580566,0.002423954661935568
44,0.9997162222862244,0.0012480395380407572,0.9997620582580566,0.00211701518855989
